matricula,media,periodo,posicao
1092441,4.85,092,30
1092294,4.83,092,31
1092276,4.79,092,32
1092213,4.66,092,33
1092794,4.36,092,34
1092714,4.04,092,35
1092123,4.02,092,36
1092258,3.88,092,37
1092110,3.6,092,38
1092739,3.54,092,39
1092362,3.18,092,40
109227,2.25,092,41
1092112,2.23,092,42
1092317,2.23,092,43
110148,9.8,101,1
1101771,9.32,101,2
1101669,9.03,101,3
1101782,8.86,101,4
1101514,8.84,101,5
1101607,8.57,101,6
1101281,8.23,101,7
1101651,8.12,101,8
1101682,8.09,101,9
1101628,8.03,101,10
1101247,7.98,101,11
1101297,7.96,101,12
1101408,7.95,101,13
1101788,7.94,101,14
110137,7.89,101,15
1101379,7.83,101,16
1101179,7.81,101,17
1101750,7.81,101,18
1101335,7.67,101,19
110133,7.58,101,20
1101687,7.53,101,21
1101370,7.5,101,22
1101295,7.28,101,23
1101689,7.26,101,24
1101697,7.13,101,25
110185,7.1,101,26
1101254,7.02,101,27
1101722,7.01,101,28
1101278,6.97,101,29
1101143,6.94,101,30
1101499,6.88,101,31
1101220,6.85,101,32
1101128,6.72,101,33
1101447,6.71,101,34
1101108,6.68,101,35
110142,6.63,101,36
1101478,6.53,101,37
1101692,6.51,101,38
1101383,6.46,101,39
1101503,6.46,101,40
1101301,6.41,101,41
1101318,6.34,101,42
1101591,6.26,101,43
1101338,6.25,101,44
1101793,6.23,101,45
1101151,6.19,101,46
11015,6.14,101,47
1101737,6.11,101,48
1101450,5.98,101,49
1101377,5.95,101,50
1101312,5.93,101,51
1101681,5.83,101,52
11012,5.8,101,53
1101207,5.8,101,54
1101774,5.78,101,55
1101167,5.68,101,56
1101219,5.57,101,57
1101104,5.35,101,58
1101708,5.11,101,59
1101420,5.1,101,60
110147,5.08,101,61
1101372,4.9,101,62
1101169,4.83,101,63
1101548,4.81,101,64
1101732,4.75,101,65
1101502,4.68,101,66
1101610,4.67,101,67
110158,4.54,101,68
1101437,4.51,101,69
1101566,4.17,101,70
1101545,3.86,101,71
1101333,3.81,101,72
1101240,3.8,101,73
1101535,3.74,101,74
1101792,1.25,101,75
1102334,8.48,102,1
1102635,8.35,102,2
110251,7.99,102,3
1102772,7.75,102,4
1102606,7.38,102,5
1102454,7.27,102,6
1102342,7.26,102,7
11027,7.22,102,8
1102554,7.19,102,9
1102416,7.1,102,10
1102120,7,102,11
1102779,6.85,102,12
1102262,6.72,102,13
1102741,6.63,102,14
1102640,6.58,102,15
1102475,6.55,102,16
1102351,6.54,102,17
1102729,6.53,102,18
1102596,6.5,102,19
1102706,6.39,102,20
1102561,6.39,102,21
1102678,6.39,102,22
1102718,6.3,102,23
1102518,6.26,102,24
1102534,6.21,102,25
1102775,6.19,102,26
1102410,6.09,102,27
1102605,6.05,102,28
1102538,5.98,102,29
1102575,5.91,102,30
1102547,5.91,102,31
1102541,5.85,102,32
110295,5.83,102,33
1102393,5.68,102,34
1102695,5.67,102,35
1102677,5.62,102,36
1102639,5.61,102,37
1102187,5.61,102,38
1102139,5.57,102,39
1102341,5.55,102,40
1102498,5.53,102,41
1102730,5.29,102,42
1102291,5.27,102,43
110265,5.22,102,44
1102572,5.22,102,45
1102270,5.2,102,46
1102719,5.09,102,47
1102657,5.09,102,48
1102118,5.08,102,49
1102458,5.02,102,50
1102536,5.02,102,51
1102583,5,102,52
1102734,4.98,102,53
1102766,4.94,102,54
1102464,4.92,102,55
1102522,4.83,102,56
1102354,4.81,102,57
110230,4.79,102,58
1102509,4.75,102,59
1102621,4.66,102,60
1102177,4.62,102,61
1102253,4.59,102,62
1102113,4.57,102,63
1102723,4.56,102,64
1102208,4.54,102,65
1102666,4.5,102,66
1102147,4.43,102,67
1102392,4.41,102,68
1102453,4.36,102,69
1102366,4.28,102,70
1102711,4.27,102,71
1102520,4.26,102,72
1102586,4.23,102,73
1102477,4.17,102,74
1102173,4.16,102,75
1102727,4.14,102,76
110226,4.08,102,77
1102612,3.94,102,78
1102402,3.93,102,79
1102481,3.88,102,80
1102373,3.72,102,81
1102227,3.69,102,82
1102449,3.39,102,83
1102340,2.9,102,84
1102431,2.84,102,85
1102246,2.74,102,86
1102315,2.47,102,87
1102329,1,102,88
1111540,9.19,111,1
1111394,9.03,111,2
1111745,8.8,111,3
111160,8.5,111,4
1111519,8.47,111,5
1111632,8.43,111,6
111177,8.2,111,7
1111145,8.06,111,8
1111654,8,111,9
1111588,7.87,111,10
111198,7.82,111,11
1111615,7.78,111,12
1111736,7.53,111,13
1111472,7.45,111,14
1111210,7.45,111,15
111129,7.33,111,16
1111285,7.33,111,17
1111105,7.3,111,18
1111412,7.27,111,19
1111101,7.13,111,20
1111684,7.12,111,21
1111442,7.02,111,22
1111265,7.01,111,23
1111434,7,111,24
1111304,6.94,111,25
1111656,6.87,111,26
1111359,6.82,111,27
1111189,6.79,111,28
1111532,6.77,111,29
1111126,6.76,111,30
1111146,6.71,111,31
1111777,6.68,111,32
1111292,6.66,111,33
1111653,6.63,111,34
1111234,6.62,111,35
1111629,6.56,111,36
1111533,6.47,111,37
1111440,6.47,111,38
1111384,6.46,111,39
111169,6.4,111,40
1111225,6.31,111,41
1111302,6.27,111,42
111113,6.22,111,43
111193,6.11,111,44
1111344,6.1,111,45
1111395,6.09,111,46
1111122,6.02,111,47
1111487,6.01,111,48
1111197,5.98,111,49
111180,5.91,111,50
1111504,5.9,111,51
1111715,5.83,111,52
111159,5.76,111,53
1111316,5.62,111,54
1111712,5.58,111,55
1111776,5.45,111,56
1111397,5.38,111,57
1111443,5.35,111,58
1111396,5.34,111,59
1111579,5.32,111,60
1111307,5.26,111,61
1111595,5.25,111,62
11111,4.88,111,63
1111721,4.8,111,64
1111238,4.78,111,65
1111376,4.7,111,66
111115,4.69,111,67
111128,4.6,111,68
1111707,4.55,111,69
111192,4.51,111,70
1111389,4.42,111,71
111188,4.41,111,72
1111663,4.39,111,73
1111724,4.36,111,74
111153,4.35,111,75
1111546,4.33,111,76
1111426,4.32,111,77
11116,4.31,111,78
1111154,4.27,111,79
1111415,4.25,111,80
111191,4.25,111,81
1111155,4.17,111,82
1111608,4.08,111,83
1111652,4.05,111,84
1111134,4.01,111,85
1111124,3.99,111,86
111197,3.96,111,87
1111198,3.95,111,88
1111466,3.81,111,89
1111293,3.81,111,90
1111463,3.27,111,91
111139,2.95,111,92
1111430,2.75,111,93
111114,2.43,111,94
1111507,2.1,111,95
1111563,1.9,111,96
1112336,8.5,112,1
1112647,8.38,112,2
1112378,8.15,112,3
1112306,8.1,112,4
1112425,8.03,112,5
1112622,7.56,112,6
1112365,7.53,112,7
1112248,7.42,112,8
1112603,7.3,112,9
1112239,7.28,112,10
1112611,7.24,112,11
1112418,7.23,112,12
1112500,7.22,112,13
1112337,7.22,112,14
1112485,7.19,112,15
1112206,7.04,112,16
1112643,7.02,112,17
1112459,7.01,112,18
1112757,6.98,112,19
1112680,6.98,112,20
1112549,6.89,112,21
111224,6.86,112,22
1112256,6.86,112,23
1112726,6.78,112,24
111225,6.73,112,25
1112783,6.68,112,26
1112448,6.66,112,27
1112235,6.61,112,28
1112690,6.58,112,29
1112261,6.57,112,30
1112200,6.37,112,31
1112296,6.35,112,32
1112784,6.26,112,33
1112468,6.24,112,34
1112613,6.16,112,35
111243,6.08,112,36
1112649,6.06,112,37
1112196,5.98,112,38
1112589,5.97,112,39
1112746,5.94,112,40
1112160,5.94,112,41
1112114,5.92,112,42
1112286,5.89,112,43
1112345,5.87,112,44
1112218,5.8,112,45
1112388,5.79,112,46
1112165,5.77,112,47
111210,5.73,112,48
1112328,5.66,112,49
1112660,5.59,112,50
1112456,5.58,112,51
1112326,5.58,112,52
1112222,5.51,112,53
1112650,5.49,112,54
1112363,5.45,112,55
111266,5.42,112,56
1112543,5.41,112,57
1112371,5.3,112,58
1112180,5.3,112,59
1112516,5.19,112,60
1112489,5.19,112,61
1112257,5.19,112,62
1112585,5.17,112,63
1112725,5.12,112,64
1112125,5.1,112,65
1112785,5.03,112,66
1112280,5,112,67
1112620,4.99,112,68
1112735,4.95,112,69
1112102,4.88,112,70
1112445,4.85,112,71
1112705,4.78,112,72
1112299,4.76,112,73
1112759,4.72,112,74
1112604,4.7,112,75
1112171,4.67,112,76
1112743,4.67,112,77
111234,4.65,112,78
1112781,4.62,112,79
111223,4.58,112,80
111283,4.57,112,81
1112221,4.55,112,82
1112627,4.54,112,83
1112183,4.53,112,84
1112331,4.5,112,85
1112637,4.48,112,86
1112423,4.36,112,87
1112387,4.3,112,88
1112780,4.23,112,89
1112494,4.23,112,90
1112214,4.19,112,91
1112493,4.19,112,92
1112250,4.12,112,93
1112193,4.12,112,94
111252,4.08,112,95
1112761,3.87,112,96
1112284,3.85,112,97
1112646,3.17,112,98
1112172,3.07,112,99
1112175,2.85,112,100
1112444,2.81,112,101
1112636,2.44,112,102
1112446,1.03,112,103
1121471,9.53,121,1
1121161,9.44,121,2
112194,8.99,121,3
1121731,8.87,121,4
1121106,8.82,121,5
1121633,8.78,121,6
1121429,8.64,121,7
1121787,8.47,121,8
1121140,8.45,121,9
1121232,8.25,121,10
1121644,8.11,121,11
112182,7.75,121,12
1121713,7.71,121,13
112111,7.68,121,14
1121760,7.63,121,15
1121570,7.55,121,16
1121674,7.52,121,17
112176,7.48,121,18
1121581,7.45,121,19
1121584,7.41,121,20
112175,7.34,121,21
1121455,7.33,121,22
1121233,7.33,121,23
1121698,7.3,121,24
1121269,7.28,121,25
1121260,7.22,121,26
1121568,7.22,121,27
1121405,7.17,121,28
1121599,7.08,121,29
112184,7.08,121,30
1121245,7.07,121,31
1121266,7.05,121,32
1121361,7.02,121,33
1121562,7.02,121,34
112141,7,121,35
1121773,6.98,121,36
1121515,6.94,121,37
1121323,6.73,121,38
112116,6.65,121,39
1121655,6.65,121,40
1121786,6.64,121,41
1121243,6.6,121,42
1121511,6.58,121,43
112189,6.58,121,44
1121728,6.53,121,45
1121567,6.48,121,46
1121602,6.46,121,47
1121184,6.46,121,48
1121791,6.4,121,49
1121673,6.4,121,50
1121527,6.35,121,51
1121630,6.25,121,52
1121153,6.18,121,53
1121428,6.15,121,54
1121558,6.13,121,55
1121264,6.11,121,56
1121298,6.08,121,57
1121319,6.01,121,58
1121267,5.92,121,59
1121592,5.89,121,60
1121496,5.89,121,61
1121119,5.87,121,62
1121594,5.86,121,63
1121469,5.82,121,64
112132,5.77,121,65
1121524,5.75,121,66
1121484,5.75,121,67
1121350,5.75,121,68
112168,5.72,121,69
1121127,5.69,121,70
1121422,5.69,121,71
1121324,5.63,121,72
112140,5.57,121,73
1121451,5.52,121,74
1121740,5.47,121,75
112172,5.45,121,76
1121542,5.41,121,77
1121287,5.38,121,78
1121174,5.38,121,79
1121755,5.33,121,80
1121353,5.18,121,81
1121159,5.02,121,82
1121194,4.9,121,83
1121224,4.78,121,84
1121111,4.74,121,85
1121491,4.69,121,86
1121716,4.51,121,87
1121226,4.45,121,88
1121305,4.44,121,89
1121474,4.41,121,90
1121505,4.33,121,91
1121188,4.14,121,92
112171,4.1,121,93
1121529,4.02,121,94
1121432,4.01,121,95
1121390,3.82,121,96
1121564,3.59,121,97
1121506,3.34,121,98
1121409,3.09,121,99
1121699,2.73,121,100
1121185,2.7,121,101
1121327,2.67,121,102
1121202,2.6,121,103
1121348,2.29,121,104
1121138,2.07,121,105
1121662,1.9,121,106
1121676,1.9,121,107
1121778,0,121,108
1122659,9.1,122,1
1122661,9.04,122,2
1122752,9.03,122,3
112236,8.96,122,4
1122401,8.73,122,5
1122148,8.43,122,6
1122360,8.36,122,7
1122166,8.32,122,8
1122616,8.32,122,9
1122201,8.27,122,10
112249,8.15,122,11
1122495,8.1,122,12
1122215,8.03,122,13
1122142,7.93,122,14
1122638,7.92,122,15
1122501,7.9,122,16
1122537,7.83,122,17
1122411,7.82,122,18
112274,7.77,122,19
112299,7.7,122,20
1122556,7.63,122,21
112290,7.6,122,22
1122614,7.58,122,23
112257,7.52,122,24
1122237,7.48,122,25
1122242,7.38,122,26
112279,7.22,122,27
1122758,7.2,122,28
1122263,7.13,122,29
1122433,7.12,122,30
1122199,7.1,122,31
1122413,7.02,122,32
1122308,7.02,122,33
1122473,6.83,122,34
1122717,6.75,122,35
1122205,6.74,122,36
1122617,6.73,122,37
1122560,6.71,122,38
1122753,6.7,122,39
1122289,6.58,122,40
112221,6.58,122,41
1122117,6.55,122,42
112281,6.55,122,43
112235,6.3,122,44
1122486,6.28,122,45
1122115,6.27,122,46
1122339,6.24,122,47
1122349,6.2,122,48
1122255,6.1,122,49
1122273,6.08,122,50
1122357,5.9,122,51
1122693,5.82,122,52
1122283,5.7,122,53
1122482,5.66,122,54
1122330,5.64,122,55
1122544,5.62,122,56
1122204,5.54,122,57
1122223,5.53,122,58
1122754,5.46,122,59
1122419,5.43,122,60
1122764,5.42,122,61
1122571,5.27,122,62
1122555,5.2,122,63
1122582,5.15,122,64
1122517,5.1,122,65
1122382,4.9,122,66
1122313,4.85,122,67
1122272,4.75,122,68
1122528,4.72,122,69
1122512,4.7,122,70
1122795,4.47,122,71
1122748,4.45,122,72
1122162,4.43,122,73
1122634,4.34,122,74
1122435,4.32,122,75
1122407,4.1,122,76
1122770,3.95,122,77
1122386,3.73,122,78
1122369,3.66,122,79
1122552,3.65,122,80
1122170,3.62,122,81
1122137,3.62,122,82
11223,3.62,122,83
1122157,3.48,122,84
1122109,3.42,122,85
1122385,3.36,122,86
1122438,3.35,122,87
1122701,3.33,122,88
1122642,3.32,122,89
1122381,3.3,122,90
1122136,3.22,122,91
1122688,3.17,122,92
1122488,3.03,122,93
1122367,2.97,122,94
1122590,2.85,122,95
1122168,2.6,122,96
1122391,2.5,122,97
1122217,2.2,122,98
112255,2.12,122,99
1122470,2,122,100
1122619,1.8,122,101
1122667,1.8,122,102
1122130,1.5,122,103
