"matricula" "media" "periodo" "posicao"
"110210391" "6.17" "102" "18"
"110210527" "6.16" "102" "19"
"110210091" "6.01" "102" "20"
"110210073" "6" "102" "21"
"110210075" "5.97" "102" "22"
"110210060" "5.94" "102" "23"
"110210560" "5.88" "102" "24"
"110210115" "5.82" "102" "25"
"110210386" "5.79" "102" "26"
"110210080" "5.72" "102" "27"
"110210117" "5.67" "102" "28"
"110210053" "5.63" "102" "29"
"110210393" "5.59" "102" "30"
"110210395" "5.57" "102" "31"
"110210380" "5.46" "102" "32"
"110210494" "5.4" "102" "33"
"110210382" "5.24" "102" "34"
"110210078" "5.12" "102" "35"
"110210093" "5.11" "102" "36"
"110210081" "5.03" "102" "37"
"110210383" "4.94" "102" "38"
"110210130" "4.9" "102" "39"
"110210381" "4.77" "102" "40"
"110210066" "4.76" "102" "41"
"110210058" "4.55" "102" "42"
"110210099" "4.53" "102" "43"
"110210041" "4.39" "102" "44"
"110210104" "4.3" "102" "45"
"110210107" "4.29" "102" "46"
"110210059" "4.16" "102" "47"
"110210495" "4.09" "102" "48"
"110210614" "3.89" "102" "49"
"110210392" "3.84" "102" "50"
"110210613" "3.63" "102" "51"
"110210558" "2.99" "102" "52"
"110210379" "2" "102" "53"
"110210055" "1.05" "102" "54"
"110210070" "0" "102" "55"
"110210122" "0" "102" "56"
"110210609" "0" "102" "57"
"111110076" "9.21" "111" "1"
"111110071" "9.01" "111" "2"
"111110092" "8.79" "111" "3"
"111110921" "8.49" "111" "4"
"111110133" "8.46" "111" "5"
"111110083" "8.36" "111" "6"
"111110103" "8.13" "111" "7"
"111110128" "8" "111" "8"
"111110925" "7.8" "111" "9"
"111110090" "7.71" "111" "10"
"111110939" "7.71" "111" "11"
"111110130" "7.39" "111" "12"
"111110923" "7.33" "111" "13"
"111110895" "7.31" "111" "14"
"111110096" "7.22" "111" "15"
"111110122" "7.11" "111" "16"
"111110114" "6.99" "111" "17"
"111110912" "6.94" "111" "18"
"111110079" "6.93" "111" "19"
"111110938" "6.87" "111" "20"
"111110898" "6.86" "111" "21"
"111110060" "6.75" "111" "22"
"111110914" "6.69" "111" "23"
"111110100" "6.67" "111" "24"
"111110121" "6.67" "111" "25"
"111110086" "6.64" "111" "26"
"111150283" "6.63" "111" "27"
"111110109" "6.54" "111" "28"
"111110911" "6.53" "111" "29"
"111110074" "6.51" "111" "30"
"111110088" "6.45" "111" "31"
"111110135" "6.41" "111" "32"
"111150551" "6.38" "111" "33"
"111110929" "6.31" "111" "34"
"111110134" "6.29" "111" "35"
"111110112" "6.25" "111" "36"
"111150289" "6.24" "111" "37"
"111110907" "6.13" "111" "38"
"111110118" "6.06" "111" "39"
"111110926" "5.99" "111" "40"
"111110080" "5.97" "111" "41"
"111110931" "5.94" "111" "42"
"111110064" "5.63" "111" "43"
"111110099" "5.44" "111" "44"
"111110900" "5.39" "111" "45"
"111110091" "5.34" "111" "46"
"111110916" "5.3" "111" "47"
"111110124" "5.22" "111" "48"
"111150494" "5.19" "111" "49"
"111110070" "4.83" "111" "50"
"111150553" "4.78" "111" "51"
"111110905" "4.75" "111" "52"
"111110066" "4.74" "111" "53"
"111150493" "4.73" "111" "54"
"111110069" "4.65" "111" "55"
"111110922" "4.57" "111" "56"
"111110933" "4.48" "111" "57"
"111110113" "4.38" "111" "58"
"111150427" "4.25" "111" "59"
"111150279" "4.2" "111" "60"
"111150292" "4.14" "111" "61"
"111110940" "4.09" "111" "62"
"111110902" "3.82" "111" "63"
"111110116" "3.34" "111" "64"
"111150291" "2.97" "111" "65"
"111110094" "2.92" "111" "66"
"111110129" "2.69" "111" "67"
"111110085" "1.26" "111" "68"
"111150288" "0.57" "111" "69"
"111110927" "0" "111" "70"
"111210433" "8.27" "112" "1"
"111210400" "7.54" "112" "2"
"111250010" "7.52" "112" "3"
"111210042" "7.36" "112" "4"
"111210422" "7.29" "112" "5"
"111210079" "7.23" "112" "6"
"111210653" "7.21" "112" "7"
"111210056" "7.2" "112" "8"
"111210662" "7.18" "112" "9"
"111210120" "7.08" "112" "10"
"111210452" "7.05" "112" "11"
"111210951" "7.05" "112" "12"
"111210872" "7.04" "112" "13"
"111210073" "6.96" "112" "14"
"111210399" "6.92" "112" "15"
"111210419" "6.92" "112" "16"
"111210429" "6.87" "112" "17"
"111210113" "6.86" "112" "18"
"111210411" "6.85" "112" "19"
"111210401" "6.84" "112" "20"
"111210445" "6.76" "112" "21"
"111210050" "6.71" "112" "22"
"111210442" "6.71" "112" "23"
"111210392" "6.66" "112" "24"
"111210410" "6.58" "112" "25"
"111210066" "6.52" "112" "26"
"111210417" "6.3" "112" "27"
"111210796" "6.24" "112" "28"
"111210414" "6.2" "112" "29"
"111210391" "6.14" "112" "30"
"111210062" "6.1" "112" "31"
"111210659" "6.06" "112" "32"
"111210397" "5.97" "112" "33"
"111210421" "5.95" "112" "34"
"111210081" "5.84" "112" "35"
"111210407" "5.83" "112" "36"
"111210413" "5.83" "112" "37"
"111210434" "5.81" "112" "38"
"111210404" "5.78" "112" "39"
"111210423" "5.76" "112" "40"
"111210430" "5.58" "112" "41"
"111210665" "5.38" "112" "42"
"111210870" "5.35" "112" "43"
"111210122" "5.29" "112" "44"
"111210441" "5.22" "112" "45"
"111210398" "5.18" "112" "46"
"111210655" "5.01" "112" "47"
"111210412" "5" "112" "48"
"111210787" "5" "112" "49"
"111210656" "4.86" "112" "50"
"111210952" "4.86" "112" "51"
"111210416" "4.73" "112" "52"
"111210953" "4.71" "112" "53"
"111210428" "4.64" "112" "54"
"111210049" "4.57" "112" "55"
"111210660" "4.44" "112" "56"
"111210396" "4.37" "112" "57"
"111250017" "4.22" "112" "58"
"111210096" "3.94" "112" "59"
"111210794" "3.9" "112" "60"
"112110875" "9.43" "121" "1"
"112110103" "9.41" "121" "2"
"112110945" "9" "121" "3"
"112110090" "8.96" "121" "4"
"112110076" "8.91" "121" "5"
"112110043" "8.81" "121" "6"
"112110071" "8.56" "121" "7"
"112110048" "8.49" "121" "8"
"112110094" "8.46" "121" "9"
"112110929" "8.32" "121" "10"
"112110940" "8.26" "121" "11"
"112110044" "7.73" "121" "12"
"112110036" "7.61" "121" "13"
"112110949" "7.57" "121" "14"
"112110068" "7.56" "121" "15"
"112110936" "7.56" "121" "16"
"112150735" "7.41" "121" "17"
"112110020" "7.36" "121" "18"
"112110947" "7.32" "121" "19"
"112110943" "7.28" "121" "20"
"112110055" "7.24" "121" "21"
"112110025" "7.22" "121" "22"
"112110001" "7.19" "121" "23"
"112150455" "7.19" "121" "24"
"112110083" "7.18" "121" "25"
"112110941" "7.16" "121" "26"
"112110919" "7.08" "121" "27"
"112110081" "7.07" "121" "28"
"112110938" "7.07" "121" "29"
"112110089" "6.88" "121" "30"
"112110924" "6.85" "121" "31"
"112110935" "6.85" "121" "32"
"112110031" "6.83" "121" "33"
"112110038" "6.77" "121" "34"
"112110101" "6.71" "121" "35"
"112150437" "6.55" "121" "36"
"112110937" "6.52" "121" "37"
"112110087" "6.48" "121" "38"
"112110047" "6.47" "121" "39"
"112110951" "6.45" "121" "40"
"112190146" "6.4" "121" "41"
"112110046" "6.37" "121" "42"
"112110019" "6.21" "121" "43"
"112110002" "6.17" "121" "44"
"112150922" "6.14" "121" "45"
"112110024" "6.08" "121" "46"
"112150726" "5.97" "121" "47"
"112110096" "5.84" "121" "48"
"112150728" "5.83" "121" "49"
"112150732" "5.75" "121" "50"
"112110912" "5.72" "121" "51"
"112150443" "5.72" "121" "52"
"112110050" "5.67" "121" "53"
"112110955" "5.64" "121" "54"
"112110954" "5.6" "121" "55"
"112150439" "5.57" "121" "56"
"112110923" "5.34" "121" "57"
"112110961" "5.34" "121" "58"
"112150440" "5.28" "121" "59"
"112110085" "5.27" "121" "60"
"112110917" "5.14" "121" "61"
"112150453" "5.13" "121" "62"
"112110092" "5.08" "121" "63"
"112190043" "4.94" "121" "64"
"112110057" "4.91" "121" "65"
"112150725" "4.83" "121" "66"
"112110934" "4.79" "121" "67"
"112110960" "4.72" "121" "68"
"112110100" "4.52" "121" "69"
"112150736" "4.3" "121" "70"
"112190042" "4.09" "121" "71"
"112150451" "3.5" "121" "72"
"112150916" "3.16" "121" "73"
"112110065" "3.09" "121" "74"
"112110067" "0" "121" "75"
"112210122" "9.1" "122" "1"
"112210919" "9.04" "122" "2"
"112210920" "9.03" "122" "3"
"112210480" "8.96" "122" "4"
"112210086" "8.62" "122" "5"
"112210121" "8.37" "122" "6"
"112210065" "8.29" "122" "7"
"112210425" "8.29" "122" "8"
"112210041" "8.27" "122" "9"
"112210955" "8.25" "122" "10"
"112210094" "8.13" "122" "11"
"112210790" "8.13" "122" "12"
"112210068" "8" "122" "13"
"112210046" "7.98" "122" "14"
"112210953" "7.81" "122" "15"
"112210640" "7.8" "122" "16"
"112210650" "7.8" "122" "17"
"112210096" "7.79" "122" "18"
"112210079" "7.77" "122" "19"
"112210653" "7.6" "122" "20"
"112210666" "7.56" "122" "21"
"112210874" "7.45" "122" "22"
"112210103" "7.43" "122" "23"
"112210064" "7.39" "122" "24"
"112210791" "7.39" "122" "25"
"112210436" "7.37" "122" "26"
"112210105" "7.35" "122" "27"
"112210089" "7.31" "122" "28"
"112210451" "7.15" "122" "29"
"112210788" "7.13" "122" "30"
"112210668" "7.04" "122" "31"
"112210437" "6.99" "122" "32"
"112210476" "6.98" "122" "33"
"112210456" "6.86" "122" "34"
"112210434" "6.85" "122" "35"
"112210109" "6.77" "122" "36"
"112210660" "6.67" "122" "37"
"112210067" "6.63" "122" "38"
"112210120" "6.4" "122" "39"
"112210045" "6.36" "122" "40"
"112210098" "6.35" "122" "41"
"112210645" "6.3" "122" "42"
"112210099" "6.26" "122" "43"
"112210431" "6.16" "122" "44"
"112210452" "6.05" "122" "45"
"112210115" "6" "122" "46"
"112210672" "6" "122" "47"
"112210647" "5.98" "122" "48"
"112210795" "5.96" "122" "49"
"112210078" "5.95" "122" "50"
"112210088" "5.94" "122" "51"
"112210128" "5.94" "122" "52"
"112210423" "5.77" "122" "53"
"112210469" "5.68" "122" "54"
"112210777" "5.68" "122" "55"
"112210056" "5.59" "122" "56"
"112210108" "5.49" "122" "57"
"112210642" "5.43" "122" "58"
"112210472" "5.35" "122" "59"
"112210460" "5.33" "122" "60"
"112210051" "5.22" "122" "61"
"112210797" "5.1" "122" "62"
"112210112" "4.97" "122" "63"
"112210454" "4.97" "122" "64"
"112210433" "4.96" "122" "65"
"112211076" "4.8" "122" "66"
"112210123" "4.59" "122" "67"
"112210464" "4.44" "122" "68"
"112210796" "4.05" "122" "69"
"112210780" "3.98" "122" "70"
"112210446" "3.97" "122" "71"
"112210869" "3.95" "122" "72"
"112211049" "3.69" "122" "73"
"112210060" "3.66" "122" "74"
"112210439" "3.61" "122" "75"
"112211050" "3.6" "122" "76"
"112210479" "3.42" "122" "77"
"112210453" "3.21" "122" "78"
"112210789" "2.89" "122" "79"
"112210468" "2.5" "122" "80"
